"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @kmlshdbh: Life of such '#Mahapurush' will always continue to #inspire people: #PM #Modi
@namoinspiresme @rai_basant @ibiharii 
https://…",FALSE,0,NA,2015-10-31 09:50:08,FALSE,NA,"660393304828321792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princerajput333",1,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #SardarPatel gave us '#EkBharat',let's make it '#ShreshthaBharat': #PM #Modi
@myselfvandana @NidhiKamdarMH @yogen198
https://…",FALSE,0,NA,2015-10-31 09:50:02,FALSE,NA,"660393282929864704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princerajput333",2,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #SardarPatel's contribution to the country is immense, he unified #India: #PM #Modi
@Bsharma7 @byadavbjp @eksacchai 
https://…",FALSE,0,NA,2015-10-31 09:49:55,FALSE,NA,"660393253162885120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princerajput333",1,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #SardarPatel took the cleanliness drive for 222 days: #PM #Modi
@chandu532 @bharatpratham1 @upadhyaysbjp @Ivashishth
https://…",FALSE,0,NA,2015-10-31 09:49:52,FALSE,NA,"660393239724314624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princerajput333",1,TRUE,FALSE,NA,NA
"RT @ITNlive: गुजराती #Modi का भरोसा न जीत पाए बिहारी Modi ? | #BiharElection2015 - https://t.co/jclruZOWVI https://t.co/dP3qXAWcXK",FALSE,0,NA,2015-10-31 09:49:48,FALSE,NA,"660393220925329409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gaurav_k26",4,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #Unity, Peace &amp; Sadbhavna key to India's progress: #PM #Modi
@Anamika1Roy @ArunbajpaiRajan @Proud_Hindu_PS @ibiharii
https://…",FALSE,0,NA,2015-10-31 09:49:37,FALSE,NA,"660393175828324352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princerajput333",2,TRUE,FALSE,NA,NA
"அடிச்சு புடிச்சு ticket புக் பண்ணியாச்சு. இனி leave பத்தி யோசிப்போம் #modi https://t.co/a2BdoJnrSC",FALSE,0,NA,2015-10-31 09:47:35,FALSE,NA,"660392666090381313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","guruDhrona",0,FALSE,FALSE,NA,NA
"RT @PRINCEMEHRA11: #kisanputra #HrithikRoshan #modi #tigershroff #farhanakhtar #virat # https://t.co/EdolPqFtYW",FALSE,0,NA,2015-10-31 09:46:07,FALSE,NA,"660392295653490688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tarachand832",1,TRUE,FALSE,NA,NA
"Work for country's #unity, #Congress urges #Modi 
https://t.co/jJCtgUzyMW",FALSE,0,NA,2015-10-31 09:45:29,FALSE,NA,"660392136211341312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ians_india",0,FALSE,FALSE,NA,NA
"RT @imrankhansaab: Somewhere deep inside #Modi, #BJP sense that their days are nearly over. Grand Alliance #BiharElections #nitishlaomodibh…",FALSE,0,NA,2015-10-31 09:44:56,FALSE,NA,"660391999229575169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geetv79",4,TRUE,FALSE,NA,NA
"RT @chitraSD: Where @madarassi writes about the vexatious reality of hypocrisy &amp; opposition to the #Modi government. https://t.co/ioglQzuuW…",FALSE,0,NA,2015-10-31 09:44:27,FALSE,NA,"660391876134965248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MkMukeshmook",49,TRUE,FALSE,NA,NA
"RT @Shehzad_Ind: Had asked if #Modi truly believed in #SardarPatel 's msg  
Pretty clear now that #RunForUnity is only cosmetic 

https://t…",FALSE,0,NA,2015-10-31 09:44:16,FALSE,NA,"660391829104300032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsadKurwai",10,TRUE,FALSE,NA,NA
"#kisanputra #HrithikRoshan #modi #tigershroff #farhanakhtar #virat # https://t.co/EdolPqFtYW",FALSE,2,NA,2015-10-31 09:43:45,FALSE,NA,"660391698812436480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PRINCEMEHRA11",1,FALSE,FALSE,NA,NA
"RT @ITNlive: गुजराती #Modi का भरोसा न जीत पाए बिहारी Modi ? | #BiharElection2015 - https://t.co/jclruZOWVI https://t.co/dP3qXAWcXK",FALSE,0,NA,2015-10-31 09:42:28,FALSE,NA,"660391378665402368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShashiRanjanITN",4,TRUE,FALSE,NA,NA
"#Bihar CM @NitishKumar #challenges PM #Modi for a #debate on #reservation - See more at: https://t.co/TFSXMSADIm",FALSE,0,NA,2015-10-31 09:42:26,FALSE,NA,"660391370918506496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedhajNewsApp",0,FALSE,FALSE,NA,NA
"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala",FALSE,0,NA,2015-10-31 09:41:27,FALSE,NA,"660391122993180672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irshuZ",3,TRUE,FALSE,NA,NA
"RT @DailyO_: What #SardarPatel's statue tells us of #Modi's politics | @ShivVisvanathan | https://t.co/E6IOIbsWvt https://t.co/XuZW4HySXv",FALSE,0,NA,2015-10-31 09:40:32,FALSE,NA,"660390892394516480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iDebashisBarman",5,TRUE,FALSE,NA,NA
"@ndtv mr. Moody run minority for their life wat else can you expect in #Modi'sIndia",FALSE,0,"ndtv",2015-10-31 09:40:08,FALSE,"660388291082977281","660390788224929792","37034483","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RavishJoshi",0,FALSE,FALSE,NA,NA
"some1 is murderd
family of victim: pls do something, s/he is murderd
Bhakt: Where were u wen murders took place in cong time #Modi #Bhakts",FALSE,0,NA,2015-10-31 09:39:15,FALSE,NA,"660390568241926144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_n_agr",0,FALSE,FALSE,NA,NA
"RT @djohniyc: @vidyarthee #Modi #Mood being deciphered by Moodys !! Not good for India &amp; Indians !!",FALSE,0,NA,2015-10-31 09:38:41,FALSE,NA,"660390423991422976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","IYC_Karimnagar",1,TRUE,FALSE,NA,NA
"RT @VamsiChandReddy: @vidyarthee except #Modi the entire world is understanding the seriousness of the issue. #India is eagerly waiting for…",FALSE,0,NA,2015-10-31 09:38:17,FALSE,NA,"660390326507454464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","IYC_Karimnagar",1,TRUE,FALSE,NA,NA
"What #SardarPatel 's statue tells us of #Modi 's politics | @ShivVisvanathan | https://t.co/DTYVwmcV82
https://t.co/q4WOGin9tt",FALSE,0,NA,2015-10-31 09:37:40,FALSE,NA,"660390170324258816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MAKVG",0,FALSE,FALSE,NA,NA
"RT @news24tvchannel: Ready to debate on reservation: Nitish tells Modi #NitishKumar #Modi #BiharPolls https://t.co/YzxA6sjDkJ https://t.co/…",FALSE,0,NA,2015-10-31 09:37:27,FALSE,NA,"660390115047550976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viveksav55",5,TRUE,FALSE,NA,NA
"RT @Shehzad_Ind: Had asked if #Modi truly believed in #SardarPatel 's msg  
Pretty clear now that #RunForUnity is only cosmetic 

https://t…",FALSE,0,NA,2015-10-31 09:36:19,FALSE,NA,"660389831374036992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Congress2019",10,TRUE,FALSE,NA,NA
"TheBrkNews: https://t.co/e5csn7ZNrl #IndiaToday RT DailyO_: What #SardarPatel's statue tells us of #Modi's politi… https://t.co/evg5XFrHIS",FALSE,0,NA,2015-10-31 09:35:43,FALSE,NA,"660389680073023488",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","abela_here",0,FALSE,FALSE,NA,NA
"#IndiaToday RT DailyO_: What #SardarPatel's statue tells us of #Modi's politics | ShivVisvanathan | … https://t.co/X5RB6lYe8P",FALSE,0,NA,2015-10-31 09:34:59,FALSE,NA,"660389495947313152",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","TheBrkNews",0,FALSE,FALSE,NA,NA
"आज के नेता,भारत भाग्य विधाता.#BiharElections, #Bihar,#BJP,#JDU,#Modi,#NitishKumar, #LaluYadav,#Congress,#corruption. https://t.co/NoPVfl0b49",FALSE,0,NA,2015-10-31 09:33:30,FALSE,NA,"660389119005237248",NA,"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>","Shyam17",0,FALSE,FALSE,NA,NA
"#Congress says '#runforunity' shows hypocrisy of #Modi, #BJP
https://t.co/zkzYDVKaW3 https://t.co/l3IqOhKs0n",FALSE,0,NA,2015-10-31 09:33:03,FALSE,NA,"660389008883609600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheDeccanHerald",0,FALSE,FALSE,NA,NA
"RT @DailyO_: What #SardarPatel's statue tells us of #Modi's politics | @ShivVisvanathan | https://t.co/E6IOIbsWvt https://t.co/XuZW4HySXv",FALSE,0,NA,2015-10-31 09:32:52,FALSE,NA,"660388962809151488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aa_ashvin",5,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #SardarPatel gave us '#EkBharat',let's make it '#ShreshthaBharat': #PM #Modi
@myselfvandana @NidhiKamdarMH @yogen198
https://…",FALSE,0,NA,2015-10-31 09:31:34,FALSE,NA,"660388632994250752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yogen198",2,TRUE,FALSE,NA,NA
"RT @news24tvchannel: Ready to debate on reservation: Nitish tells Modi #NitishKumar #Modi #BiharPolls https://t.co/YzxA6sjDkJ https://t.co/…",FALSE,0,NA,2015-10-31 09:30:16,FALSE,NA,"660388305645789184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrKalania",5,TRUE,FALSE,NA,NA
"RT @news24tvchannel: Ready to debate on reservation: Nitish tells Modi #NitishKumar #Modi #BiharPolls https://t.co/YzxA6sjDkJ https://t.co/…",FALSE,0,NA,2015-10-31 09:30:06,FALSE,NA,"660388265581678593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rohitpanwar9999",5,TRUE,FALSE,NA,NA
"RT @newsflickshindi: #Modi की #LED लाइट देश में नई रोशनी, करोड़ों रुपयों की बचत...https://t.co/m2owVYLET8 https://t.co/S4UBhOTrer",FALSE,0,NA,2015-10-31 09:29:48,FALSE,NA,"660388190600065024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IshanGujarati",28,TRUE,FALSE,NA,NA
"RT @INCAseemKP: #Modi lying that #Indian economy is #8Trillion$ economy actually it is #2Trillion$ economy. GDP is 5% as per #RSS formula @…",FALSE,0,NA,2015-10-31 09:29:44,FALSE,NA,"660388171671281664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yonexprem",58,TRUE,FALSE,NA,NA
"RT @INCAseemKP: #Modi lying that #Indian economy is #8Trillion$ economy actually it is #2Trillion$ economy. GDP is 5% as per #RSS formula @…",FALSE,0,NA,2015-10-31 09:29:42,FALSE,NA,"660388166025678849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iCongwala",58,TRUE,FALSE,NA,NA
"IndiaToday: RT DailyO_: What #SardarPatel's statue tells us of #Modi's politics | ShivVisvanathan | … https://t.co/jggPcN8tbk",FALSE,0,NA,2015-10-31 09:28:59,FALSE,NA,"660387982919270400",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","jascapital2",0,FALSE,FALSE,NA,NA
"By not remembering Indira Gandhi on her death anniversary consecutively  2nd time modi has again proved that how mentally pauper he is #Modi",FALSE,0,NA,2015-10-31 09:28:42,FALSE,NA,"660387914161852417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabsanju",0,FALSE,FALSE,NA,NA
"RT @news24tvchannel: Ready to debate on reservation: Nitish tells Modi #NitishKumar #Modi #BiharPolls https://t.co/YzxA6sjDkJ https://t.co/…",FALSE,0,NA,2015-10-31 09:28:35,FALSE,NA,"660387883677712384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aabhiyam",5,TRUE,FALSE,NA,NA
"RT @bimal_pr: Mr. @ArvindKejriwal, you're a CM, don't know constitutional provision? #Modi&amp; #BJP came to power long after Art 48 was drafte…",FALSE,0,NA,2015-10-31 09:28:26,FALSE,NA,"660387847774580736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hpanikkassery",2,TRUE,FALSE,NA,NA
"RT @INCAseemKP: #Modi lying that #Indian economy is #8Trillion$ economy actually it is #2Trillion$ economy. GDP is 5% as per #RSS formula @…",FALSE,0,NA,2015-10-31 09:27:33,FALSE,NA,"660387623832125440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARPITCONGRESS",58,TRUE,FALSE,NA,NA
"RT @chitraSD: Where @madarassi writes about the vexatious reality of hypocrisy &amp; opposition to the #Modi government. https://t.co/ioglQzuuW…",FALSE,0,NA,2015-10-31 09:27:28,FALSE,NA,"660387602181156864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krishnansram",49,TRUE,FALSE,NA,NA
"RT @INCAseemKP: #Modi lying that #Indian economy is #8Trillion$ economy actually it is #2Trillion$ economy. GDP is 5% as per #RSS formula @…",FALSE,0,NA,2015-10-31 09:27:11,FALSE,NA,"660387531863760896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aneela_Nadar",58,TRUE,FALSE,NA,NA
"Ready to debate on reservation: Nitish tells Modi #NitishKumar #Modi #BiharPolls https://t.co/YzxA6sjDkJ https://t.co/Hk3a1hU6RM",FALSE,1,NA,2015-10-31 09:26:49,FALSE,NA,"660387437416353793",NA,"<a href=""http://hindi.news24online.com"" rel=""nofollow"">hindi.news24online.com</a>","news24tvchannel",5,FALSE,FALSE,NA,NA
"इस लिंक के साथ #BitGold के लिए साइन अप करें और गोल्ड https://t.co/PBrNq4HpTf की 0.25 ग्राम मिलता #gold #bitcoin #fintech #modi #india #btc",FALSE,0,NA,2015-10-31 09:26:10,FALSE,NA,"660387275843481600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","ArtMatters2me",0,FALSE,FALSE,NA,NA
"RT @newsflickshindi: #Modi की #LED लाइट देश में नई रोशनी, करोड़ों रुपयों की बचत...https://t.co/m2owVYLET8 https://t.co/S4UBhOTrer",FALSE,0,NA,2015-10-31 09:26:01,FALSE,NA,"660387235682881536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nielesh_9",28,TRUE,FALSE,NA,NA
"@NitishKumar  challenges #Modi for a debate on reservation #BattlegroundBihar   https://t.co/oFnRc5igMN",FALSE,1,"NitishKumar",2015-10-31 09:25:40,FALSE,NA,"660387148109975552","143409075","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BharatNDIssar",0,FALSE,FALSE,NA,NA
"RT @CRB_Tech: What Is So Special About #Modi #Technology? https://t.co/3FZiMyYZtd",FALSE,0,NA,2015-10-31 09:25:05,FALSE,NA,"660387000659218432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Adity0052",6,TRUE,FALSE,NA,NA
"RT @Shaelesh: All media, secular and leftist dogs are competing amongst themselves to bark at #Modi yet freedom of expression is threatened…",FALSE,0,NA,2015-10-31 09:24:10,FALSE,NA,"660386770278739968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Darshiitt",2,TRUE,FALSE,NA,NA
"RT @Shaelesh: All media, secular and leftist dogs are competing amongst themselves to bark at #Modi yet freedom of expression is threatened…",FALSE,0,NA,2015-10-31 09:23:36,FALSE,NA,"660386628972638208",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","360vue",2,TRUE,FALSE,NA,NA
"Wo to acha hua ki #modi ji na kichad khanay ka liya mana nh kiya nh to ya log iski v party krtay #beef party ki tarah",FALSE,0,NA,2015-10-31 09:23:17,FALSE,NA,"660386549649903616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jayshreesingh4",0,FALSE,FALSE,NA,NA
"RT @Shubhm: My blogpost today...Spend Inc: Of #Moody’s warning and #Modi’s need to shift lanes to rein in #intolerance #beefban  https://t.…",FALSE,0,NA,2015-10-31 09:23:00,FALSE,NA,"660386478048972801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rupalijee",4,TRUE,FALSE,NA,NA
"#India #PM #Modi #BihariWithModi #AccheDin #NDA #BJP #Bihar #BiharPolls #RSS #Patna #Lalu #Yadav #NitishKumar... https://t.co/ExRmbNhbSC",FALSE,0,NA,2015-10-31 09:22:54,FALSE,NA,"660386454107987968",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BihariWithModi",0,FALSE,FALSE,NA,NA
"#India #PM #Modi #BihariWithModi #AccheDin #NDA #BJP #Bihar #BiharPolls #RSS #Patna #Lalu #Yadav #NitishKumar... https://t.co/1G0sMDkY3d",FALSE,0,NA,2015-10-31 09:22:24,FALSE,NA,"660386328455094272",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BihariWithModi",0,FALSE,FALSE,NA,NA
"Bihar election's result are gona hurt modi-shah duo badly. #Modi",FALSE,0,NA,2015-10-31 09:21:10,FALSE,NA,"660386017170452480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabsanju",0,FALSE,FALSE,NA,NA
"He was not a PM but a mere Sonia puppet. Arun Shorie u wud be missing such PM not we. Proud to have a PM like #Modi https://t.co/IXsSsG04b1",FALSE,1,NA,2015-10-31 09:21:08,FALSE,NA,"660386007213195264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinkumadhok",0,FALSE,FALSE,NA,NA
"RT @DailyO_: What #SardarPatel's statue tells us of #Modi's politics | @ShivVisvanathan | https://t.co/E6IOIbsWvt https://t.co/XuZW4HySXv",FALSE,0,NA,2015-10-31 09:20:53,FALSE,NA,"660385947486281728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IndiaToday",5,TRUE,FALSE,NA,NA
"What #SardarPatel's statue tells us of #Modi's politics | @ShivVisvanathan | https://t.co/E6IOIbsWvt https://t.co/XuZW4HySXv",FALSE,7,NA,2015-10-31 09:20:20,FALSE,NA,"660385807283281920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DailyO_",5,FALSE,FALSE,NA,NA
"RT @CRB_Tech_Review: #Startup #India Initiative: #Modi #Government to Craft New #Policy",FALSE,0,NA,2015-10-31 09:19:55,FALSE,NA,"660385702643965952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Adity0052",11,TRUE,FALSE,NA,NA
"We like to make people famous. 

#Modi https://t.co/1IIGJ90iSI",FALSE,2,NA,2015-10-31 09:18:58,FALSE,NA,"660385463706869760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rajuthapa",0,FALSE,FALSE,NA,NA
"All media, secular and leftist dogs are competing amongst themselves to bark at #Modi yet freedom of expression is threatened!
Specious!",FALSE,0,NA,2015-10-31 09:16:11,FALSE,NA,"660384763899977728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shaelesh",2,FALSE,FALSE,NA,NA
"RT @chitraSD: Where @madarassi writes about the vexatious reality of hypocrisy &amp; opposition to the #Modi government. https://t.co/ioglQzuuW…",FALSE,0,NA,2015-10-31 09:15:41,FALSE,NA,"660384638314143744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghosh121",49,TRUE,FALSE,NA,NA
"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala",FALSE,0,NA,2015-10-31 09:15:16,FALSE,NA,"660384532781109248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SainiKS2",3,TRUE,FALSE,NA,NA
"RT @kmlshdbh: #Unity, Peace &amp; Sadbhavna key to India's progress: #PM #Modi
@Anamika1Roy @ArunbajpaiRajan @Proud_Hindu_PS @ibiharii
https://…",FALSE,0,NA,2015-10-31 09:14:03,FALSE,NA,"660384224805974020",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Proud_Hindu_PS",2,TRUE,FALSE,NA,NA
"RT @bimal_pr: @ndtv So @Infosys_nmurthy joined anti-#Modi bandwagon. Mr. Murthy kindly check what minority industrialist such as Tata, Prem…",FALSE,0,NA,2015-10-31 09:13:34,FALSE,NA,"660384103947177984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","DenseIdiots",5,TRUE,FALSE,NA,NA
"#Unity, Peace &amp; Sadbhavna key to India's progress: #PM #Modi
@Anamika1Roy @ArunbajpaiRajan @Proud_Hindu_PS @ibiharii
https://t.co/9KrcnNK94R",FALSE,1,NA,2015-10-31 09:13:23,FALSE,NA,"660384059424702464",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","kmlshdbh",2,FALSE,FALSE,NA,NA
"RT @newsflickshindi: #Modi की #LED लाइट देश में नई रोशनी, करोड़ों रुपयों की बचत...https://t.co/m2owVYLET8 https://t.co/S4UBhOTrer",FALSE,0,NA,2015-10-31 09:13:12,FALSE,NA,"660384013182443520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mohdshafi2007",28,TRUE,FALSE,NA,NA
